hour,traffic_volume_sum,traffic_volume_avg,records,temperature,humidity,wind_speed
2008-03-25 18:00:00,304,76.0,4,0.94,54.0,11.62
2008-03-25 19:00:00,244,61.0,4,0.94,54.0,11.62
2008-03-25 20:00:00,179,44.75,4,0.94,54.0,11.62
2008-03-25 21:00:00,127,42.333333333333336,3,0.94,54.0,11.62
2008-04-25 14:00:00,978,978.0,1,0.94,54.0,11.62
2008-04-25 15:00:00,1241,1241.0,1,0.94,54.0,11.62
2008-04-25 16:00:00,1290,1290.0,1,0.94,54.0,11.62
2008-04-25 17:00:00,1250,1250.0,1,0.94,54.0,11.62
2008-04-25 18:00:00,794,794.0,1,0.94,54.0,11.62
2008-04-25 19:00:00,520,520.0,1,0.94,54.0,11.62
2008-04-25 20:00:00,364,364.0,1,0.94,54.0,11.62
2008-04-25 21:00:00,327,327.0,1,0.94,54.0,11.62
2008-04-25 22:00:00,248,248.0,1,0.94,54.0,11.62
2008-04-25 23:00:00,238,238.0,1,0.94,54.0,11.62
2008-04-26 00:00:00,153,153.0,1,0.94,54.0,11.62
2008-04-26 01:00:00,108,108.0,1,0.94,54.0,11.62
2008-04-26 02:00:00,91,91.0,1,0.94,54.0,11.62
2008-04-26 03:00:00,120,120.0,1,0.94,54.0,11.62
2008-04-26 04:00:00,90,90.0,1,0.94,54.0,11.62
2008-04-26 05:00:00,96,96.0,1,0.94,54.0,11.62
2008-04-26 06:00:00,162,162.0,1,0.94,54.0,11.62
2008-04-26 07:00:00,214,214.0,1,0.94,54.0,11.62
2008-04-26 08:00:00,307,307.0,1,0.94,54.0,11.62
2008-04-26 09:00:00,366,366.0,1,0.94,54.0,11.62
2008-04-26 10:00:00,521,521.0,1,0.94,54.0,11.62
2008-04-26 11:00:00,499,499.0,1,0.94,54.0,11.62
2008-04-26 12:00:00,648,648.0,1,0.94,54.0,11.62
2008-04-26 13:00:00,629,629.0,1,0.94,54.0,11.62
2008-04-26 14:00:00,668,668.0,1,0.94,54.0,11.62
2008-04-26 15:00:00,671,671.0,1,0.94,54.0,11.62
2008-04-26 16:00:00,615,615.0,1,0.94,54.0,11.62
2008-04-26 17:00:00,511,511.0,1,0.94,54.0,11.62
2008-04-26 18:00:00,447,447.0,1,0.94,54.0,11.62
2008-04-26 19:00:00,380,380.0,1,0.94,54.0,11.62
2008-04-26 20:00:00,476,476.0,1,0.94,54.0,11.62
2008-04-26 21:00:00,251,251.0,1,0.94,54.0,11.62
2008-04-26 22:00:00,244,244.0,1,0.94,54.0,11.62
2008-04-26 23:00:00,227,227.0,1,0.94,54.0,11.62
2008-04-27 00:00:00,194,194.0,1,0.94,54.0,11.62
2008-04-27 01:00:00,119,119.0,1,0.94,54.0,11.62
2008-04-27 02:00:00,101,101.0,1,0.94,54.0,11.62
2008-04-27 03:00:00,88,88.0,1,0.94,54.0,11.62
2008-04-27 04:00:00,93,93.0,1,0.94,54.0,11.62
2008-04-27 05:00:00,69,69.0,1,0.94,54.0,11.62
2008-04-27 06:00:00,76,76.0,1,0.94,54.0,11.62
2008-04-27 07:00:00,145,145.0,1,0.94,54.0,11.62
2008-04-27 08:00:00,164,164.0,1,0.94,54.0,11.62
2008-04-27 09:00:00,144,144.0,1,0.94,54.0,11.62
2008-04-27 10:00:00,219,219.0,1,0.94,54.0,11.62
2008-04-27 11:00:00,236,236.0,1,0.94,54.0,11.62
2008-04-27 12:00:00,307,307.0,1,0.94,54.0,11.62
2008-04-27 13:00:00,376,376.0,1,0.94,54.0,11.62
2008-04-27 14:00:00,424,424.0,1,0.94,54.0,11.62
2008-04-27 15:00:00,389,389.0,1,0.94,54.0,11.62
2008-04-27 16:00:00,347,347.0,1,0.94,54.0,11.62
2008-04-27 17:00:00,350,350.0,1,0.94,54.0,11.62
2008-04-27 18:00:00,302,302.0,1,0.94,54.0,11.62
2008-04-27 19:00:00,301,301.0,1,0.94,54.0,11.62
2008-04-27 20:00:00,277,277.0,1,0.94,54.0,11.62
2008-04-27 21:00:00,222,222.0,1,0.94,54.0,11.62
2008-04-27 22:00:00,179,179.0,1,0.94,54.0,11.62
2008-04-27 23:00:00,146,146.0,1,0.94,54.0,11.62
2008-04-28 00:00:00,117,117.0,1,0.94,54.0,11.62
2008-04-28 01:00:00,77,77.0,1,0.94,54.0,11.62
2008-04-28 02:00:00,73,73.0,1,0.94,54.0,11.62
2008-04-28 03:00:00,99,99.0,1,0.94,54.0,11.62
2008-04-28 04:00:00,126,126.0,1,0.94,54.0,11.62
2008-04-28 05:00:00,227,227.0,1,0.94,54.0,11.62
2008-04-28 06:00:00,467,467.0,1,0.94,54.0,11.62
2008-04-28 07:00:00,487,487.0,1,0.94,54.0,11.62
2008-04-28 08:00:00,568,568.0,1,0.94,54.0,11.62
2008-04-28 09:00:00,520,520.0,1,0.94,54.0,11.62
2008-04-28 10:00:00,575,575.0,1,0.94,54.0,11.62
2008-04-28 11:00:00,622,622.0,1,0.94,54.0,11.62
2008-04-28 12:00:00,698,698.0,1,0.94,54.0,11.62
2008-04-28 13:00:00,741,741.0,1,0.94,54.0,11.62
2008-04-28 14:00:00,918,918.0,1,0.94,54.0,11.62
2008-04-28 15:00:00,1286,1286.0,1,0.94,54.0,11.62
2008-04-28 16:00:00,1350,1350.0,1,0.94,54.0,11.62
2008-04-28 17:00:00,1454,1454.0,1,0.94,54.0,11.62
2008-04-28 18:00:00,909,909.0,1,0.94,54.0,11.62
2008-04-28 19:00:00,399,399.0,1,0.94,54.0,11.62
2008-04-28 20:00:00,241,241.0,1,0.94,54.0,11.62
2008-04-28 21:00:00,187,187.0,1,0.94,54.0,11.62
2008-04-28 22:00:00,163,163.0,1,0.94,54.0,11.62
2008-04-28 23:00:00,150,150.0,1,0.94,54.0,11.62
2008-04-29 00:00:00,83,83.0,1,0.94,54.0,11.62
2008-04-29 01:00:00,71,71.0,1,0.94,54.0,11.62
2008-04-29 02:00:00,75,75.0,1,0.94,54.0,11.62
2008-04-29 03:00:00,79,79.0,1,0.94,54.0,11.62
2008-04-29 04:00:00,151,151.0,1,0.94,54.0,11.62
2008-04-29 05:00:00,246,246.0,1,0.94,54.0,11.62
2008-04-29 06:00:00,476,476.0,1,0.94,54.0,11.62
2008-04-29 07:00:00,549,549.0,1,0.94,54.0,11.62
2008-05-08 02:00:00,89,89.0,1,0.94,54.0,11.62
2008-05-08 03:00:00,105,105.0,1,0.94,54.0,11.62
2008-05-08 04:00:00,155,155.0,1,0.94,54.0,11.62
2008-05-08 05:00:00,217,217.0,1,0.94,54.0,11.62
2008-05-08 06:00:00,571,571.0,1,0.94,54.0,11.62
2008-05-08 07:00:00,577,577.0,1,0.94,54.0,11.62
2008-05-08 08:00:00,587,587.0,1,0.94,54.0,11.62
2008-05-08 09:00:00,578,578.0,1,0.94,54.0,11.62
2008-05-08 10:00:00,655,655.0,1,0.94,54.0,11.62
2008-05-08 11:00:00,654,654.0,1,0.94,54.0,11.62
2008-05-08 12:00:00,743,743.0,1,0.94,54.0,11.62
2008-05-08 13:00:00,876,876.0,1,0.94,54.0,11.62
2008-05-08 14:00:00,1024,1024.0,1,0.94,54.0,11.62
2008-05-08 15:00:00,1307,1307.0,1,0.94,54.0,11.62
2008-05-08 16:00:00,1548,1548.0,1,0.94,54.0,11.62
2008-05-08 17:00:00,1618,1618.0,1,0.94,54.0,11.62
2008-05-08 18:00:00,1286,1286.0,1,0.94,54.0,11.62
2008-05-08 19:00:00,565,565.0,1,0.94,54.0,11.62
2008-05-08 20:00:00,323,323.0,1,0.94,54.0,11.62
2008-05-08 21:00:00,295,295.0,1,0.94,54.0,11.62
2008-05-08 22:00:00,240,240.0,1,0.94,54.0,11.62
2008-05-08 23:00:00,158,158.0,1,0.94,54.0,11.62
2008-05-09 00:00:00,143,143.0,1,0.94,54.0,11.62
2008-05-09 01:00:00,91,91.0,1,0.94,54.0,11.62
2008-05-09 02:00:00,98,98.0,1,0.94,54.0,11.62
2008-05-09 03:00:00,99,99.0,1,0.94,54.0,11.62
2008-05-09 04:00:00,161,161.0,1,0.94,54.0,11.62
2008-05-09 05:00:00,237,237.0,1,0.94,54.0,11.62
2008-05-09 06:00:00,521,521.0,1,0.94,54.0,11.62
2008-05-09 07:00:00,574,574.0,1,0.94,54.0,11.62
2008-05-09 08:00:00,655,655.0,1,0.94,54.0,11.62
2008-05-09 09:00:00,543,543.0,1,0.94,54.0,11.62
2008-05-09 10:00:00,632,632.0,1,0.94,54.0,11.62
2008-05-09 11:00:00,679,679.0,1,0.94,54.0,11.62
2008-05-09 12:00:00,756,756.0,1,0.94,54.0,11.62
2008-05-09 13:00:00,782,782.0,1,0.94,54.0,11.62
2008-05-09 14:00:00,1323,1323.0,1,0.94,54.0,11.62
2008-05-09 15:00:00,1473,1473.0,1,0.94,54.0,11.62
2008-05-09 16:00:00,1456,1456.0,1,0.94,54.0,11.62
2008-05-09 17:00:00,1503,1503.0,1,0.94,54.0,11.62
2008-05-09 18:00:00,1043,1043.0,1,0.94,54.0,11.62
2008-05-09 19:00:00,566,566.0,1,0.94,54.0,11.62
2008-05-09 20:00:00,336,336.0,1,0.94,54.0,11.62
2008-05-09 21:00:00,294,294.0,1,0.94,54.0,11.62
2008-05-09 22:00:00,207,207.0,1,0.94,54.0,11.62
2008-05-09 23:00:00,210,210.0,1,0.94,54.0,11.62
2008-05-10 00:00:00,185,185.0,1,0.94,54.0,11.62
2008-05-10 01:00:00,374,374.0,1,0.94,54.0,11.62
2008-05-10 02:00:00,172,172.0,1,0.94,54.0,11.62
2008-05-10 03:00:00,90,90.0,1,0.94,54.0,11.62
2008-05-10 04:00:00,89,89.0,1,0.94,54.0,11.62
2008-05-10 05:00:00,109,109.0,1,0.94,54.0,11.62
2008-05-10 06:00:00,150,150.0,1,0.94,54.0,11.62
2008-05-10 07:00:00,249,249.0,1,0.94,54.0,11.62
2008-05-10 08:00:00,104,104.0,1,0.94,54.0,11.62
2008-05-10 09:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 10:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 11:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 12:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 13:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 14:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 15:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 16:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 17:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 18:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 19:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 20:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 21:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 22:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-10 23:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 00:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 01:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 02:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 03:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 04:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 05:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 06:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 07:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 08:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 09:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 10:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 11:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 12:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 13:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 14:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 15:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 16:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 17:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 18:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 19:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 20:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 21:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 22:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-11 23:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 00:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 01:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 02:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 03:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 04:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 05:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 06:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 07:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 08:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 09:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 10:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 11:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 12:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 13:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 14:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 15:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 16:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 17:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 18:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 19:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 20:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 21:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 22:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-12 23:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 00:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 01:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 02:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 03:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 04:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 05:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 06:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 07:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 08:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 09:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 10:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 11:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 12:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 13:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 14:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 15:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 16:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 17:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 18:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 19:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 20:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 21:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 22:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-13 23:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 00:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 01:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 02:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 03:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 04:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 05:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 06:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 07:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 08:00:00,0,0.0,1,0.94,54.0,11.62
2008-05-14 09:00:00,0,0.0,1,0.94,54.0,11.62
2009-03-05 14:00:00,453,113.25,4,0.94,54.0,11.62
2009-03-05 15:00:00,439,109.75,4,0.94,54.0,11.62
2009-03-05 16:00:00,578,144.5,4,0.94,54.0,11.62
2009-03-05 17:00:00,544,136.0,4,0.94,54.0,11.62
2009-03-05 18:00:00,566,141.5,4,0.94,54.0,11.62
2009-03-05 19:00:00,471,117.75,4,0.94,54.0,11.62
2009-03-05 20:00:00,311,77.75,4,0.94,54.0,11.62
2009-03-05 21:00:00,283,70.75,4,0.94,54.0,11.62
2009-03-05 22:00:00,237,59.25,4,0.94,54.0,11.62
2009-03-05 23:00:00,173,43.25,4,0.94,54.0,11.62
2009-03-06 00:00:00,127,31.75,4,0.94,54.0,11.62
2009-03-06 01:00:00,60,15.0,4,0.94,54.0,11.62
2009-03-06 02:00:00,38,9.5,4,0.94,54.0,11.62
2009-03-06 03:00:00,38,9.5,4,0.94,54.0,11.62
2009-03-06 04:00:00,29,7.25,4,0.94,54.0,11.62
2009-03-06 05:00:00,40,10.0,4,0.94,54.0,11.62
2009-03-06 06:00:00,91,22.75,4,0.94,54.0,11.62
2009-03-06 07:00:00,308,77.0,4,0.94,54.0,11.62
2009-03-06 08:00:00,620,155.0,4,0.94,54.0,11.62
2009-03-06 09:00:00,666,166.5,4,0.94,54.0,11.62
2009-03-06 10:00:00,485,121.25,4,0.94,54.0,11.62
2009-03-06 11:00:00,384,96.0,4,0.94,54.0,11.62
2009-03-06 12:00:00,442,110.5,4,0.94,54.0,11.62
2009-03-06 13:00:00,417,104.25,4,0.94,54.0,11.62
2009-03-06 14:00:00,430,107.5,4,0.94,54.0,11.62
2009-03-06 15:00:00,577,144.25,4,0.94,54.0,11.62
2009-03-06 16:00:00,606,151.5,4,0.94,54.0,11.62
2009-03-06 17:00:00,552,138.0,4,0.94,54.0,11.62
2009-03-06 18:00:00,503,125.75,4,0.94,54.0,11.62
2009-03-06 19:00:00,465,116.25,4,0.94,54.0,11.62
2009-03-06 20:00:00,364,91.0,4,0.94,54.0,11.62
2009-03-06 21:00:00,263,65.75,4,0.94,54.0,11.62
2009-03-06 22:00:00,212,53.0,4,0.94,54.0,11.62
2009-03-06 23:00:00,199,49.75,4,0.94,54.0,11.62
2009-03-07 00:00:00,181,45.25,4,0.94,54.0,11.62
2009-03-07 01:00:00,131,32.75,4,0.94,54.0,11.62
2009-03-07 02:00:00,64,16.0,4,0.94,54.0,11.62
2009-03-07 03:00:00,54,13.5,4,0.94,54.0,11.62
2009-03-07 04:00:00,39,9.75,4,0.94,54.0,11.62
2009-03-07 05:00:00,35,8.75,4,0.94,54.0,11.62
2009-03-07 06:00:00,58,14.5,4,0.94,54.0,11.62
2009-03-07 07:00:00,105,26.25,4,0.94,54.0,11.62
2009-03-07 08:00:00,200,50.0,4,0.94,54.0,11.62
2009-03-07 09:00:00,253,63.25,4,0.94,54.0,11.62
2009-03-07 10:00:00,339,84.75,4,0.94,54.0,11.62
2009-03-07 11:00:00,353,88.25,4,0.94,54.0,11.62
2009-03-07 12:00:00,369,92.25,4,0.94,54.0,11.62
2009-03-07 13:00:00,423,105.75,4,0.94,54.0,11.62
2009-03-07 14:00:00,420,105.0,4,0.94,54.0,11.62
2009-03-07 15:00:00,406,101.5,4,0.94,54.0,11.62
2009-03-07 16:00:00,400,100.0,4,0.94,54.0,11.62
2009-03-07 17:00:00,354,88.5,4,0.94,54.0,11.62
2009-03-07 18:00:00,189,94.5,2,0.94,54.0,11.62
2009-03-08 20:00:00,40,40.0,1,0.94,54.0,11.62
2009-03-08 21:00:00,185,46.25,4,0.94,54.0,11.62
2009-03-08 22:00:00,122,30.5,4,0.94,54.0,11.62
2009-03-08 23:00:00,120,30.0,4,0.94,54.0,11.62
2009-03-09 00:00:00,63,15.75,4,0.94,54.0,11.62
2009-03-09 01:00:00,29,7.25,4,0.94,54.0,11.62
2009-03-09 02:00:00,25,6.25,4,0.94,54.0,11.62
2009-03-09 03:00:00,21,5.25,4,0.94,54.0,11.62
2009-03-09 04:00:00,25,6.25,4,0.94,54.0,11.62
2009-03-09 05:00:00,80,20.0,4,0.94,54.0,11.62
2009-03-09 06:00:00,273,68.25,4,0.94,54.0,11.62
2009-03-09 07:00:00,582,145.5,4,0.94,54.0,11.62
2009-03-09 08:00:00,699,174.75,4,0.94,54.0,11.62
2009-03-09 09:00:00,437,109.25,4,0.94,54.0,11.62
2009-03-09 10:00:00,375,93.75,4,0.94,54.0,11.62
2009-03-09 11:00:00,399,99.75,4,0.94,54.0,11.62
2009-03-09 12:00:00,390,97.5,4,0.94,54.0,11.62
2009-03-09 13:00:00,417,104.25,4,0.94,54.0,11.62
2009-03-09 14:00:00,456,114.0,4,0.94,54.0,11.62
2009-03-09 15:00:00,582,145.5,4,0.94,54.0,11.62
2009-03-09 16:00:00,521,130.25,4,0.94,54.0,11.62
2009-03-09 17:00:00,527,131.75,4,0.94,54.0,11.62
2009-03-09 18:00:00,433,108.25,4,0.94,54.0,11.62
2009-03-09 19:00:00,309,77.25,4,0.94,54.0,11.62
2009-03-09 20:00:00,247,61.75,4,0.94,54.0,11.62
2009-03-09 21:00:00,214,53.5,4,0.94,54.0,11.62
2009-03-09 22:00:00,153,38.25,4,0.94,54.0,11.62
2009-03-11 22:00:00,6,6.0,1,0.94,54.0,11.62
2009-03-11 23:00:00,4,1.0,4,0.94,54.0,11.62
2009-03-12 00:00:00,7,1.75,4,0.94,54.0,11.62
2009-03-12 01:00:00,3,0.75,4,0.94,54.0,11.62
2009-03-12 02:00:00,4,1.0,4,0.94,54.0,11.62
2009-03-12 03:00:00,2,0.5,4,0.94,54.0,11.62
2009-03-12 04:00:00,1,0.25,4,0.94,54.0,11.62
2009-03-12 05:00:00,6,1.5,4,0.94,54.0,11.62
2009-03-12 06:00:00,13,3.25,4,0.94,54.0,11.62
2009-03-12 07:00:00,39,9.75,4,0.94,54.0,11.62
2009-03-12 08:00:00,52,13.0,4,0.94,54.0,11.62
2009-03-12 09:00:00,31,7.75,4,0.94,54.0,11.62
2009-03-12 10:00:00,24,6.0,4,0.94,54.0,11.62
2009-03-12 11:00:00,35,8.75,4,0.94,54.0,11.62
2009-03-12 12:00:00,22,5.5,4,0.94,54.0,11.62
2009-03-12 13:00:00,34,8.5,4,0.94,54.0,11.62
2009-03-12 14:00:00,36,9.0,4,0.94,54.0,11.62
2009-03-12 15:00:00,50,12.5,4,0.94,54.0,11.62
2009-03-12 16:00:00,49,12.25,4,0.94,54.0,11.62
2009-03-12 17:00:00,55,13.75,4,0.94,54.0,11.62
2009-03-12 18:00:00,49,12.25,4,0.94,54.0,11.62
2009-03-12 19:00:00,36,9.0,4,0.94,54.0,11.62
2009-03-12 20:00:00,38,9.5,4,0.94,54.0,11.62
2009-03-12 21:00:00,26,6.5,4,0.94,54.0,11.62
2009-03-12 22:00:00,16,4.0,4,0.94,54.0,11.62
2009-03-12 23:00:00,11,2.75,4,0.94,54.0,11.62
2009-03-13 00:00:00,4,1.0,4,0.94,54.0,11.62
2009-03-13 01:00:00,2,0.5,4,0.94,54.0,11.62
2009-03-13 02:00:00,3,0.75,4,0.94,54.0,11.62
2009-03-13 03:00:00,4,1.0,4,0.94,54.0,11.62
2009-03-13 04:00:00,1,0.25,4,0.94,54.0,11.62
2009-03-13 05:00:00,3,0.75,4,0.94,54.0,11.62
2009-03-13 06:00:00,13,3.25,4,0.94,54.0,11.62
2009-03-13 07:00:00,12,6.0,2,0.94,54.0,11.62
2009-06-28 03:00:00,1,0.5,2,0.94,54.0,11.62
2009-06-28 04:00:00,1,0.25,4,0.94,54.0,11.62
2009-06-28 05:00:00,2,0.5,4,0.94,54.0,11.62
2009-06-28 06:00:00,5,1.25,4,0.94,54.0,11.62
2009-06-28 07:00:00,7,1.75,4,0.94,54.0,11.62
2009-06-28 08:00:00,16,4.0,4,0.94,54.0,11.62
2009-06-28 09:00:00,20,5.0,4,0.94,54.0,11.62
2009-06-28 10:00:00,14,3.5,4,0.94,54.0,11.62
2009-06-28 11:00:00,21,5.25,4,0.94,54.0,11.62
2009-06-28 12:00:00,25,6.25,4,0.94,54.0,11.62
2009-06-28 13:00:00,21,5.25,4,0.94,54.0,11.62
2009-06-28 14:00:00,20,5.0,4,0.94,54.0,11.62
2009-06-28 15:00:00,23,5.75,4,0.94,54.0,11.62
2009-06-28 16:00:00,16,4.0,4,0.94,54.0,11.62
2009-06-28 17:00:00,19,4.75,4,0.94,54.0,11.62
2009-06-28 18:00:00,19,4.75,4,0.94,54.0,11.62
2009-06-28 19:00:00,14,3.5,4,0.94,54.0,11.62
2009-06-28 20:00:00,15,3.75,4,0.94,54.0,11.62
2009-06-28 21:00:00,11,2.75,4,0.94,54.0,11.62
2009-06-28 22:00:00,13,3.25,4,0.94,54.0,11.62
2009-06-28 23:00:00,7,1.75,4,0.94,54.0,11.62
2009-06-29 00:00:00,2,0.5,4,0.94,54.0,11.62
2009-06-29 01:00:00,2,0.5,4,0.94,54.0,11.62
2009-06-29 02:00:00,1,0.25,4,0.94,54.0,11.62
2009-06-29 03:00:00,0,0.0,4,0.94,54.0,11.62
2009-06-29 04:00:00,1,0.25,4,0.94,54.0,11.62
